
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)",="(25)",="(26)",="(27)",="(28)",="(29)",="(30)",="(31)",="(32)",="(33)",="(34)",="(35)",="(36)",="(37)",="(38)",="(39)",="(40)",="(41)",="(42)",="(43)",="(44)",="(45)",="(46)",="(47)",="(48)",="(49)",="(50)",="(51)",="(52)",="(53)",="(54)",="(55)",="(56)",="(57)",="(58)",="(59)",="(60)",="(61)",="(62)",="(63)",="(64)",="(65)",="(66)",="(67)",="(68)",="(69)",="(70)",="(71)",="(72)"
="1.treat_ultra#2012.year",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.019***",="0.020***",="0.019***",="0.019***",="0.019***",="0.020***",="0.020***",="0.020***",="0.020***",="0.015***",="0.012***",="0.015***",="0.015***",="0.015***",="0.012***",="0.012***",="0.012***",="0.013***"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.003)",="(0.004)",="(0.003)",="(0.003)",="(0.003)",="(0.004)",="(0.004)",="(0.004)",="(0.004)",="(0.003)",="(0.004)",="(0.003)",="(0.003)",="(0.003)",="(0.004)",="(0.004)",="(0.004)",="(0.004)"

="1.treat_ultra#2013.year",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.018***",="0.017***",="0.018***",="0.018***",="0.018***",="0.017***",="0.017***",="0.017***",="0.017***",="0.013***",="0.011**",="0.013***",="0.013***",="0.013***",="0.011**",="0.011**",="0.011**",="0.011**"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.004)",="(0.005)",="(0.004)",="(0.004)",="(0.004)",="(0.005)",="(0.005)",="(0.005)",="(0.005)",="(0.004)",="(0.005)",="(0.004)",="(0.004)",="(0.004)",="(0.005)",="(0.005)",="(0.005)",="(0.005)"

="1.treat_ultra#2014.year",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.025***",="0.020***",="0.025***",="0.025***",="0.025***",="0.020***",="0.020***",="0.020***",="0.020***",="0.021***",="0.016***",="0.021***",="0.021***",="0.021***",="0.016***",="0.016***",="0.016***",="0.016***"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.004)",="(0.005)",="(0.004)",="(0.004)",="(0.004)",="(0.005)",="(0.005)",="(0.005)",="(0.005)",="(0.004)",="(0.006)",="(0.004)",="(0.004)",="(0.004)",="(0.006)",="(0.006)",="(0.006)",="(0.006)"

="1.treat_ultra#2015.year",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.023***",="0.016***",="0.024***",="0.023***",="0.023***",="0.016***",="0.017***",="0.017***",="0.017***",="0.019***",="0.013*",="0.020***",="0.019***",="0.019***",="0.013*",="0.013**",="0.013**",="0.013**"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.005)",="(0.006)",="(0.005)",="(0.005)",="(0.005)",="(0.006)",="(0.006)",="(0.006)",="(0.006)",="(0.005)",="(0.007)",="(0.005)",="(0.005)",="(0.005)",="(0.007)",="(0.007)",="(0.007)",="(0.007)"

="1.treat_ultra#2016.year",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.022***",="0.012*",="0.023***",="0.022***",="0.022***",="0.012*",="0.013*",="0.013*",="0.013*",="0.022***",="0.014**",="0.023***",="0.022***",="0.022***",="0.014**",="0.015**",="0.015**",="0.015**"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.005)",="(0.007)",="(0.005)",="(0.005)",="(0.005)",="(0.007)",="(0.007)",="(0.007)",="(0.007)",="(0.006)",="(0.007)",="(0.006)",="(0.006)",="(0.006)",="(0.007)",="(0.007)",="(0.007)",="(0.007)"

="N",="31153",="27364",="31153",="31153",="31153",="27364",="27364",="27364",="27364",="21366",="17630",="21366",="21366",="21366",="17630",="17630",="17630",="17630",="32468",="28695",="32468",="32468",="32468",="28695",="28695",="28695",="28695",="21366",="17630",="21366",="21366",="21366",="17630",="17630",="17630",="17630",="31153",="27364",="31153",="31153",="31153",="27364",="27364",="27364",="27364",="21366",="17630",="21366",="21366",="21366",="17630",="17630",="17630",="17630",="130654",="126255",="130654",="130630",="130654",="126255",="126255",="126223",="126223",="90966",="86127",="90966",="90966",="90966",="86127",="86127",="86127",="86127"

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
