
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)",="(25)",="(26)",="(27)",="(28)",="(29)",="(30)",="(31)",="(32)",="(33)",="(34)",="(35)",="(36)",="(37)",="(38)",="(39)",="(40)",="(41)",="(42)",="(43)",="(44)",="(45)",="(46)",="(47)",="(48)",="(49)",="(50)",="(51)",="(52)",="(53)",="(54)",="(55)",="(56)",="(57)",="(58)",="(59)",="(60)",="(61)",="(62)",="(63)",="(64)",="(65)",="(66)",="(67)",="(68)",="(69)",="(70)",="(71)",="(72)"
="1.treat_ultra#2012.year",="",="",="",="",="",="",="-0.028***",="-0.023**",="",="",="",="",="",="",="-0.028***",="-0.029***",="",="",="",="",="",="",="-0.028***",="-0.029***",="",="",="",="",="",="",="0.020***",="0.019***",="",="",="",="",="",="",="0.020***",="0.021***",="",="",="",="",="",="",="0.020***",="0.021***",="",="",="",="",="",="",="0.016***",="0.016***",="",="",="",="",="",="",="0.016***",="0.017***",="",="",="",="",="",="",="0.016***",="0.017***"
="",="",="",="",="",="",="",="(0.011)",="(0.010)",="",="",="",="",="",="",="(0.011)",="(0.011)",="",="",="",="",="",="",="(0.011)",="(0.011)",="",="",="",="",="",="",="(0.004)",="(0.004)",="",="",="",="",="",="",="(0.004)",="(0.004)",="",="",="",="",="",="",="(0.004)",="(0.004)",="",="",="",="",="",="",="(0.003)",="(0.003)",="",="",="",="",="",="",="(0.003)",="(0.003)",="",="",="",="",="",="",="(0.003)",="(0.003)"

="1.treat_ultra#2013.year",="",="",="",="",="",="",="-0.013",="-0.006",="",="",="",="",="",="",="-0.013",="-0.015",="",="",="",="",="",="",="-0.013",="-0.015",="",="",="",="",="",="",="0.017***",="0.016***",="",="",="",="",="",="",="0.017***",="0.018***",="",="",="",="",="",="",="0.017***",="0.019***",="",="",="",="",="",="",="0.017***",="0.016***",="",="",="",="",="",="",="0.017***",="0.018***",="",="",="",="",="",="",="0.017***",="0.019***"
="",="",="",="",="",="",="",="(0.014)",="(0.014)",="",="",="",="",="",="",="(0.014)",="(0.014)",="",="",="",="",="",="",="(0.014)",="(0.014)",="",="",="",="",="",="",="(0.005)",="(0.005)",="",="",="",="",="",="",="(0.005)",="(0.005)",="",="",="",="",="",="",="(0.005)",="(0.005)",="",="",="",="",="",="",="(0.004)",="(0.004)",="",="",="",="",="",="",="(0.004)",="(0.004)",="",="",="",="",="",="",="(0.004)",="(0.004)"

="1.treat_ultra#2014.year",="",="",="",="",="",="",="-0.024",="-0.015",="",="",="",="",="",="",="-0.024",="-0.026",="",="",="",="",="",="",="-0.024",="-0.026",="",="",="",="",="",="",="0.020***",="0.019***",="",="",="",="",="",="",="0.020***",="0.022***",="",="",="",="",="",="",="0.020***",="0.021***",="",="",="",="",="",="",="0.016***",="0.015***",="",="",="",="",="",="",="0.016***",="0.018***",="",="",="",="",="",="",="0.016***",="0.017***"
="",="",="",="",="",="",="",="(0.017)",="(0.017)",="",="",="",="",="",="",="(0.017)",="(0.017)",="",="",="",="",="",="",="(0.017)",="(0.017)",="",="",="",="",="",="",="(0.005)",="(0.005)",="",="",="",="",="",="",="(0.005)",="(0.005)",="",="",="",="",="",="",="(0.005)",="(0.005)",="",="",="",="",="",="",="(0.005)",="(0.005)",="",="",="",="",="",="",="(0.005)",="(0.005)",="",="",="",="",="",="",="(0.005)",="(0.005)"

="1.treat_ultra#2015.year",="",="",="",="",="",="",="-0.024",="-0.013",="",="",="",="",="",="",="-0.024",="-0.026",="",="",="",="",="",="",="-0.024",="-0.026",="",="",="",="",="",="",="0.016***",="0.016***",="",="",="",="",="",="",="0.016***",="0.019***",="",="",="",="",="",="",="0.016***",="0.019***",="",="",="",="",="",="",="0.017***",="0.017***",="",="",="",="",="",="",="0.017***",="0.019***",="",="",="",="",="",="",="0.017***",="0.019***"
="",="",="",="",="",="",="",="(0.020)",="(0.020)",="",="",="",="",="",="",="(0.020)",="(0.020)",="",="",="",="",="",="",="(0.020)",="(0.020)",="",="",="",="",="",="",="(0.006)",="(0.006)",="",="",="",="",="",="",="(0.006)",="(0.006)",="",="",="",="",="",="",="(0.006)",="(0.006)",="",="",="",="",="",="",="(0.005)",="(0.005)",="",="",="",="",="",="",="(0.005)",="(0.005)",="",="",="",="",="",="",="(0.005)",="(0.005)"

="1.treat_ultra#2016.year",="",="",="",="",="",="",="-0.037",="-0.024",="",="",="",="",="",="",="-0.037",="-0.039",="",="",="",="",="",="",="-0.037",="-0.039",="",="",="",="",="",="",="0.012*",="0.012*",="",="",="",="",="",="",="0.012*",="0.015**",="",="",="",="",="",="",="0.012*",="0.015**",="",="",="",="",="",="",="0.012**",="0.012**",="",="",="",="",="",="",="0.012**",="0.014**",="",="",="",="",="",="",="0.012**",="0.015**"
="",="",="",="",="",="",="",="(0.024)",="(0.024)",="",="",="",="",="",="",="(0.024)",="(0.025)",="",="",="",="",="",="",="(0.024)",="(0.025)",="",="",="",="",="",="",="(0.007)",="(0.007)",="",="",="",="",="",="",="(0.007)",="(0.007)",="",="",="",="",="",="",="(0.007)",="(0.007)",="",="",="",="",="",="",="(0.006)",="(0.006)",="",="",="",="",="",="",="(0.006)",="(0.006)",="",="",="",="",="",="",="(0.006)",="(0.006)"

="N",="27576",="27576",="28920",="28920",="27576",="27576",="126784",="126784",="27576",="27536",="28920",="28872",="27576",="27536",="126784",="126640",="27576",="27568",="28920",="28904",="27576",="27568",="126784",="126728",="27364",="27364",="28695",="28695",="27364",="27364",="126255",="126255",="27364",="27337",="28695",="28665",="27364",="27337",="126255",="126148",="27364",="27357",="28695",="28685",="27364",="27357",="126255",="126213",="27434",="27434",="28769",="28769",="27434",="27434",="126431",="126431",="27434",="27401",="28769",="28733",="27434",="27401",="126431",="126308",="27434",="27427",="28769",="28759",="27434",="27427",="126431",="126388"

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
