
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)",="(25)",="(26)",="(27)",="(28)",="(29)",="(30)",="(31)",="(32)",="(33)",="(34)",="(35)",="(36)",="(37)",="(38)",="(39)",="(40)",="(41)",="(42)",="(43)",="(44)",="(45)",="(46)",="(47)",="(48)",="(49)",="(50)",="(51)",="(52)",="(53)",="(54)",="(55)",="(56)",="(57)",="(58)",="(59)",="(60)",="(61)",="(62)",="(63)",="(64)",="(65)",="(66)",="(67)",="(68)",="(69)",="(70)",="(71)",="(72)"
="1.treat_ultra#2012.year",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.013***",="0.016***",="0.013***",="0.013***",="0.013***",="0.016***",="0.016***",="0.016***",="0.016***",="0.007***",="0.007**",="0.007***",="0.007***",="0.007***",="0.007**",="0.007**",="0.007**",="0.007**"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)"

="1.treat_ultra#2013.year",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.014***",="0.017***",="0.014***",="0.014***",="0.014***",="0.017***",="0.017***",="0.017***",="0.017***",="0.008**",="0.009**",="0.009**",="0.008**",="0.008**",="0.009**",="0.009**",="0.009**",="0.009**"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.003)",="(0.004)",="(0.003)",="(0.003)",="(0.003)",="(0.004)",="(0.004)",="(0.004)",="(0.004)",="(0.003)",="(0.004)",="(0.003)",="(0.003)",="(0.003)",="(0.004)",="(0.004)",="(0.004)",="(0.004)"

="1.treat_ultra#2014.year",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.020***",="0.016***",="0.020***",="0.020***",="0.019***",="0.016***",="0.016***",="0.016***",="0.016***",="0.014***",="0.010*",="0.014***",="0.014***",="0.014***",="0.010*",="0.010*",="0.010*",="0.010*"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.004)",="(0.005)",="(0.004)",="(0.004)",="(0.004)",="(0.005)",="(0.005)",="(0.005)",="(0.005)",="(0.004)",="(0.005)",="(0.004)",="(0.004)",="(0.004)",="(0.005)",="(0.005)",="(0.005)",="(0.005)"

="1.treat_ultra#2015.year",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.021***",="0.017***",="0.021***",="0.021***",="0.021***",="0.017***",="0.017***",="0.017***",="0.017***",="0.016***",="0.014**",="0.017***",="0.016***",="0.016***",="0.014**",="0.014**",="0.014**",="0.014**"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.004)",="(0.005)",="(0.004)",="(0.004)",="(0.004)",="(0.005)",="(0.005)",="(0.005)",="(0.005)",="(0.005)",="(0.006)",="(0.005)",="(0.005)",="(0.005)",="(0.006)",="(0.006)",="(0.006)",="(0.006)"

="1.treat_ultra#2016.year",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.020***",="0.012**",="0.021***",="0.020***",="0.020***",="0.012**",="0.012**",="0.012**",="0.012**",="0.018***",="0.011*",="0.018***",="0.018***",="0.018***",="0.011*",="0.011*",="0.011*",="0.011*"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.004)",="(0.006)",="(0.004)",="(0.004)",="(0.004)",="(0.006)",="(0.006)",="(0.006)",="(0.006)",="(0.005)",="(0.006)",="(0.005)",="(0.005)",="(0.005)",="(0.006)",="(0.006)",="(0.006)",="(0.006)"

="N",="31210",="27434",="31210",="31210",="31210",="27434",="27434",="27434",="27434",="21396",="17666",="21396",="21396",="21396",="17666",="17666",="17666",="17666",="32529",="28769",="32529",="32529",="32529",="28769",="28769",="28769",="28769",="21396",="17666",="21396",="21396",="21396",="17666",="17666",="17666",="17666",="31210",="27434",="31210",="31210",="31210",="27434",="27434",="27434",="27434",="21396",="17666",="21396",="21396",="21396",="17666",="17666",="17666",="17666",="130830",="126431",="130830",="130806",="130830",="126431",="126431",="126399",="126399",="91055",="86216",="91055",="91055",="91055",="86216",="86216",="86216",="86216"

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
