
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)",="(25)",="(26)",="(27)",="(28)",="(29)",="(30)",="(31)",="(32)",="(33)",="(34)",="(35)",="(36)",="(37)",="(38)",="(39)",="(40)",="(41)",="(42)",="(43)",="(44)",="(45)",="(46)",="(47)",="(48)",="(49)",="(50)",="(51)",="(52)",="(53)",="(54)",="(55)",="(56)",="(57)",="(58)",="(59)",="(60)",="(61)",="(62)",="(63)",="(64)",="(65)",="(66)",="(67)",="(68)",="(69)",="(70)",="(71)",="(72)"
="1.treat_ultra#2012.year",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.009",="-0.028***",="-0.010",="-0.010",="-0.009",="-0.028***",="-0.028***",="-0.029***",="-0.029***",="0.003",="-0.009",="0.003",="0.003",="0.003",="-0.009",="-0.009",="-0.010",="-0.010"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.008)",="(0.011)",="(0.008)",="(0.008)",="(0.008)",="(0.011)",="(0.011)",="(0.011)",="(0.011)",="(0.009)",="(0.012)",="(0.009)",="(0.009)",="(0.009)",="(0.012)",="(0.012)",="(0.012)",="(0.012)"

="1.treat_ultra#2013.year",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.005",="-0.013",="-0.005",="-0.006",="-0.005",="-0.013",="-0.014",="-0.015",="-0.015",="0.018",="0.005",="0.018",="0.018",="0.018",="0.005",="0.005",="0.004",="0.004"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.011)",="(0.014)",="(0.011)",="(0.011)",="(0.011)",="(0.014)",="(0.014)",="(0.014)",="(0.014)",="(0.013)",="(0.017)",="(0.013)",="(0.013)",="(0.013)",="(0.017)",="(0.017)",="(0.017)",="(0.017)"

="1.treat_ultra#2014.year",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.007",="-0.024",="-0.007",="-0.008",="-0.007",="-0.024",="-0.024",="-0.026",="-0.026",="0.014",="-0.004",="0.014",="0.014",="0.014",="-0.004",="-0.005",="-0.006",="-0.006"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.013)",="(0.017)",="(0.013)",="(0.013)",="(0.013)",="(0.017)",="(0.017)",="(0.017)",="(0.017)",="(0.015)",="(0.021)",="(0.015)",="(0.015)",="(0.015)",="(0.021)",="(0.021)",="(0.021)",="(0.021)"

="1.treat_ultra#2015.year",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.002",="-0.024",="-0.002",="-0.003",="-0.002",="-0.024",="-0.024",="-0.026",="-0.025",="0.018",="-0.004",="0.018",="0.018",="0.018",="-0.004",="-0.005",="-0.006",="-0.006"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.015)",="(0.020)",="(0.015)",="(0.015)",="(0.015)",="(0.020)",="(0.020)",="(0.020)",="(0.020)",="(0.018)",="(0.024)",="(0.018)",="(0.018)",="(0.018)",="(0.024)",="(0.024)",="(0.024)",="(0.024)"

="1.treat_ultra#2016.year",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.010",="-0.037",="-0.011",="-0.011",="-0.010",="-0.037",="-0.038",="-0.039",="-0.039",="0.012",="-0.016",="0.012",="0.012",="0.012",="-0.016",="-0.016",="-0.018",="-0.018"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.017)",="(0.024)",="(0.017)",="(0.017)",="(0.017)",="(0.024)",="(0.024)",="(0.024)",="(0.024)",="(0.021)",="(0.030)",="(0.021)",="(0.021)",="(0.021)",="(0.030)",="(0.030)",="(0.030)",="(0.030)"

="N",="31336",="27576",="31336",="31336",="31336",="27576",="27576",="27576",="27576",="21464",="17736",="21464",="21464",="21464",="17736",="17736",="17736",="17736",="32664",="28920",="32664",="32664",="32664",="28920",="28920",="28920",="28920",="21464",="17736",="21464",="21464",="21464",="17736",="17736",="17736",="17736",="31336",="27576",="31336",="31336",="31336",="27576",="27576",="27576",="27576",="21464",="17736",="21464",="21464",="21464",="17736",="17736",="17736",="17736",="131160",="126784",="131160",="131136",="131160",="126784",="126784",="126752",="126752",="91232",="86408",="91232",="91232",="91232",="86408",="86408",="86408",="86408"

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
