
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)",="(25)",="(26)",="(27)",="(28)",="(29)",="(30)",="(31)",="(32)",="(33)",="(34)",="(35)",="(36)",="(37)",="(38)",="(39)",="(40)",="(41)",="(42)",="(43)",="(44)",="(45)"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.000)",="(0.000)",="",="",="",="(0.000)",="(0.000)",="",="",="",="(0.000)",="(0.000)"

="2013.year#c.avg_ftreat_pf_n_totalflows_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.000",="-0.000",="",="",="",="0.000",="0.000",="",="",="",="-0.000",="-0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.000)",="(0.000)",="",="",="",="(0.000)",="(0.000)",="",="",="",="(0.000)",="(0.000)"

="2014.year#c.avg_ftreat_pf_n_totalflows_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.001*",="-0.001",="",="",="",="0.000",="0.000",="",="",="",="0.000",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.000)",="(0.001)",="",="",="",="(0.000)",="(0.000)",="",="",="",="(0.000)",="(0.000)"

="2015.year#c.avg_ftreat_pf_n_totalflows_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.001*",="-0.001",="",="",="",="-0.000",="0.000",="",="",="",="-0.000",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.001)",="(0.001)",="",="",="",="(0.000)",="(0.000)",="",="",="",="(0.000)",="(0.000)"

="2016.year#c.avg_ftreat_pf_n_totalflows_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.001*",="-0.001",="",="",="",="-0.000",="-0.000",="",="",="",="-0.000",="-0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.001)",="(0.001)",="",="",="",="(0.000)",="(0.000)",="",="",="",="(0.000)",="(0.000)"

="N",="31336",="27576",="17736",="27576",="17736",="31153",="27364",="17630",="27364",="17630",="31210",="27434",="17666",="27434",="17666",="32664",="28920",="17736",="28920",="17736",="32468",="28695",="17630",="28695",="17630",="32529",="28769",="17666",="28769",="17666",="31336",="27576",="17736",="27576",="17736",="31153",="27364",="17630",="27364",="17630",="31210",="27434",="17666",="27434",="17666"

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
