identificad,totalflows_07_08,totalflows_pw_07_08,totalflows_08_09,totalflows_pw_08_09,totalflows_09_10,totalflows_pw_09_10,totalflows_10_11,totalflows_pw_10_11
00360305334070,8.0,1.7777778,8.0,0.8888889,9.0,0.8181818,6.0,0.46153846
00360305334231,,,12.0,2.0,10.0,0.7407407,11.0,0.7586207
00360305334312,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
00360305334665,11.0,0.9166667,4.0,0.33333334,12.0,0.8888889,9.0,0.62068963
00360305335041,2.0,1.3333334,1.0,0.2857143,2.0,0.5,5.0,1.4285715
00360305335122,10.0,1.8181819,4.0,0.36363637,10.0,0.8,8.0,0.61538464
00360305335203,5.0,2.0,2.0,0.36363637,4.0,0.6666667,6.0,0.85714287
00360305335394,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
00360305335807,14.0,1.8666667,9.0,0.62068963,12.0,0.8,9.0,0.58064514
00360305336013,3.0,1.5,2.0,0.5,5.0,1.25,3.0,0.75
00360305336285,9.0,2.0,2.0,0.21052632,14.0,1.2727273,7.0,0.6086956
00360305336366,3.0,2.0,1.0,0.2857143,2.0,0.5,2.0,0.5
00360305336447,4.0,2.0,6.0,1.5,1.0,0.22222222,2.0,0.4
00360305336609,4.0,2.0,3.0,0.6666667,0.0,0.0,4.0,0.72727275
00360305336870,3.0,2.0,2.0,0.5,2.0,0.4,1.0,0.22222222
00360305336951,3.0,2.0,3.0,1.0,0.0,0.0,4.0,1.3333334
00360305337095,2.0,2.0,1.0,0.4,2.0,0.6666667,2.0,0.6666667
00360305337176,6.0,2.0,6.0,0.75,7.0,0.6086956,12.0,0.9230769
00360305337257,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
00360305337338,3.0,2.0,2.0,0.6666667,1.0,0.33333334,3.0,1.0
00360305337419,3.0,2.0,2.0,0.6666667,1.0,0.33333334,0.0,0.0
00360305337680,,,8.0,1.7777778,6.0,0.5714286,8.0,0.6666667
00360305337761,,,2.0,2.0,1.0,0.4,1.0,0.25
00360305337842,6.0,1.5,4.0,0.5,5.0,0.5263158,7.0,0.6666667
00360305337923,13.0,2.0,5.0,0.37037036,6.0,0.375,18.0,1.0285715
00360305338300,,,7.0,1.2727273,9.0,0.6923077,12.0,0.8
00360305338490,,,7.0,1.2727273,13.0,1.1304348,10.0,0.8333333
00360305338571,,,5.0,1.4285715,9.0,1.0,8.0,0.7619048
00360305338652,2.0,2.0,3.0,1.2,2.0,0.6666667,3.0,1.2
00360305338733,12.0,2.0,1.0,0.083333336,9.0,0.6666667,15.0,1.0344827
00360305338903,,,12.0,2.0,10.0,0.7407407,9.0,0.62068963
00360305339110,,,13.0,2.0,13.0,0.8965517,18.0,1.2
00360305339209,,,12.0,2.0,4.0,0.2857143,12.0,0.6486486
00360305339381,,,11.0,2.0,8.0,0.64,112.0,1.6592592
00360305339462,,,1.0,2.0,8.0,1.4545455,6.0,0.6
00360305339624,,,35.0,2.0,27.0,0.6136364,9.0,0.17142858
00360305339705,,,12.0,1.7142857,10.0,0.6451613,16.0,0.969697
00360305339896,,,11.0,2.0,14.0,1.0,10.0,0.5555556
00360305340398,,,1.0,1.0,2.0,0.6666667,4.0,0.8
00360305391111,6.0,0.48,3.0,0.24,12.0,0.8888889,8.0,0.5714286
00360305391464,9.0,0.62068963,10.0,0.6666667,15.0,0.75,20.0,0.8695652
00360305391545,5.0,0.1754386,10.0,0.33898306,20.0,0.5479452,20.0,0.5263158
00360305391626,2.0,0.21052632,0.0,0.0,3.0,0.3,4.0,0.4
00360305391707,2.0,0.2,5.0,0.47619048,5.0,0.37037036,4.0,0.26666668
00360305391979,0.0,0.0,6.0,1.2,3.0,0.6666667,1.0,0.25
00360305392002,12.0,0.6315789,4.0,0.21621622,16.0,0.7619048,12.0,0.53333336
00360305392193,10.0,1.0526316,5.0,0.5263158,9.0,0.7826087,9.0,0.75
00360305392274,2.0,0.5,1.0,0.25,2.0,0.5,2.0,0.5
00360305392355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00360305392436,0.0,0.0,1.0,0.25,1.0,0.22222222,3.0,0.6666667
00360305392517,1.0,0.25,2.0,0.5,0.0,0.0,2.0,0.5
00360305392606,3.0,0.85714287,1.0,0.33333334,3.0,0.85714287,3.0,0.75
00360305392789,2.0,0.17391305,4.0,0.32,9.0,0.5294118,7.0,0.36842105
00360305392860,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666667
00360305393084,0.0,0.0,2.0,1.0,4.0,2.0,2.0,1.0
00360305393165,0.0,0.0,0.0,0.0,2.0,0.5714286,0.0,0.0
00360305393246,2.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0
00360305393408,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0
00360305393599,2.0,0.4,3.0,0.6666667,1.0,0.25,1.0,0.25
00360305393750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00360305393912,1.0,0.10526316,9.0,0.85714287,9.0,0.72,11.0,0.88
00360305394056,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0
00360305394218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
00360305394480,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0
00360305394560,2.0,1.0,1.0,0.4,2.0,0.8,1.0,0.33333334
00360305394641,1.0,0.4,0.0,0.0,0.0,0.0,1.0,0.4
00360305394722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00360305394803,2.0,0.125,8.0,0.45714286,10.0,0.4651163,11.0,0.5
00360305394994,0.0,0.0,1.0,0.25,4.0,1.0,0.0,0.0
00360305395028,3.0,0.54545456,2.0,0.4,1.0,0.22222222,0.0,0.0
00360305395370,0.0,0.0,3.0,0.46153846,3.0,0.4,4.0,0.5
00360305395451,1.0,0.15384616,3.0,0.42857143,3.0,0.46153846,1.0,0.15384616
00360305395532,1.0,0.4,1.0,0.4,0.0,0.0,1.0,0.2857143
00360305395702,5.0,1.1111112,0.0,0.0,1.0,0.25,0.0,0.0
00360305395885,8.0,0.6666667,4.0,0.30769232,5.0,0.32258064,10.0,0.625
00360305395966,3.0,0.5,10.0,1.6666666,9.0,1.2,8.0,1.1428572
00360305396008,2.0,0.33333334,7.0,1.2727273,2.0,0.33333334,5.0,0.7692308
00360305396180,0.0,0.0,1.0,0.13333334,4.0,0.42105263,9.0,0.85714287
00360305396261,6.0,0.5,9.0,0.6923077,9.0,0.5625,8.0,0.5
00360305396342,0.0,0.0,2.0,0.5,1.0,0.22222222,2.0,0.4
00360305396504,1.0,0.18181819,2.0,0.4,2.0,0.36363637,2.0,0.4
00360305396695,10.0,0.6451613,4.0,0.22222222,6.0,0.29268292,11.0,0.52380955
00360305396776,0.0,0.0,0.0,0.0,2.0,0.6666667,0.0,0.0
00360305396857,0.0,0.0,2.0,0.6666667,4.0,1.0,6.0,1.5
00360305396938,2.0,0.5714286,1.0,0.4,1.0,0.4,0.0,0.0
00360305397071,0.0,0.0,1.0,0.18181819,2.0,0.36363637,4.0,0.8
00360305397152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00360305397233,4.0,0.8,0.0,0.0,3.0,0.54545456,1.0,0.18181819
00360305397314,1.0,0.33333334,1.0,0.2857143,1.0,0.2857143,3.0,1.0
00360305397586,2.0,0.5,0.0,0.0,3.0,0.6666667,4.0,0.61538464
00360305397667,6.0,0.75,2.0,0.22222222,10.0,0.90909094,6.0,0.5
00360305397748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00360305397900,2.0,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0
00360305398043,2.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0
00360305398124,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
00360305398205,4.0,1.3333334,0.0,0.0,0.0,0.0,2.0,0.6666667
00360305398396,2.0,1.0,3.0,1.2,0.0,0.0,2.0,0.6666667
00360305398477,10.0,2.0,2.0,0.4,4.0,0.72727275,5.0,0.90909094
00360305398710,1.0,0.125,0.0,0.0,5.0,0.6666667,8.0,1.1428572
00360305398809,0.0,0.0,2.0,0.5,3.0,0.6666667,2.0,0.4
00360305398981,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
00360305399015,0.0,0.0,2.0,0.33333334,4.0,0.6666667,3.0,0.5
00360305399104,2.0,0.5714286,2.0,0.6666667,1.0,0.33333334,2.0,0.5714286
00360305399287,3.0,0.54545456,4.0,0.8,3.0,0.54545456,5.0,0.8333333
00360305399368,7.0,0.7,0.0,0.0,10.0,0.8333333,5.0,0.4
00360305399449,6.0,0.3243243,4.0,0.22222222,11.0,0.55,11.0,0.52380955
00360305399520,0.0,0.0,5.0,1.1111112,2.0,0.5,0.0,0.0
00360305399953,0.0,0.0,1.0,0.22222222,2.0,0.4,2.0,0.4
00360305400200,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
00360305400390,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00360305400471,2.0,0.114285715,16.0,0.84210527,11.0,0.47826087,22.0,0.8979592
00360305400552,0.0,0.0,1.0,0.18181819,4.0,0.5714286,3.0,0.4
00360305400633,2.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0
00360305400714,11.0,0.6666667,6.0,0.375,9.0,0.5,8.0,0.41025642
00360305400803,7.0,0.42424244,10.0,0.625,7.0,0.3888889,12.0,0.61538464
00360305400986,4.0,0.19512194,10.0,0.4651163,11.0,0.47826087,16.0,0.6956522
00360305401010,5.0,0.3030303,7.0,0.42424244,11.0,0.5945946,10.0,0.5263158
00360305401109,2.0,0.11111111,10.0,0.5714286,13.0,0.65,15.0,0.6666667
00360305401281,8.0,0.43243244,13.0,0.7027027,7.0,0.4117647,9.0,0.5625
00360305401443,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
00360305401796,6.0,1.5,2.0,0.5,3.0,0.6666667,3.0,0.6
00360305401877,4.0,0.33333334,7.0,0.56,11.0,0.7586207,16.0,1.0666667
00360305401958,1.0,0.22222222,0.0,0.0,1.0,0.22222222,3.0,0.6
00360305402091,7.0,0.7777778,8.0,0.7619048,10.0,0.7692308,8.0,0.64
00360305402172,2.0,0.2,5.0,0.47619048,15.0,1.25,2.0,0.14814815
00360305402253,1.0,0.2857143,3.0,0.6,3.0,0.46153846,4.0,0.5
00360305402334,2.0,0.6666667,0.0,0.0,0.0,0.0,2.0,0.5
00360305402504,4.0,0.8,2.0,0.4,4.0,0.72727275,0.0,0.0
00360305402687,11.0,0.5641026,12.0,0.6,14.0,0.62222224,20.0,0.8695652
00360305402768,3.0,0.6666667,0.0,0.0,2.0,0.5714286,2.0,0.6666667
00360305402849,0.0,0.0,1.0,0.18181819,1.0,0.18181819,2.0,0.33333334
00360305402920,3.0,0.5,0.0,0.0,2.0,0.33333334,2.0,0.36363637
00360305403063,1.0,0.18181819,2.0,0.33333334,3.0,0.46153846,1.0,0.15384616
00360305403144,14.0,0.8235294,9.0,0.54545456,12.0,0.6486486,15.0,0.7692308
00360305403225,4.0,0.2857143,3.0,0.21428572,13.0,0.83870965,7.0,0.42424244
00360305403306,2.0,0.13793103,6.0,0.38709676,23.0,1.2777778,19.0,1.0555556
00360305403730,7.0,0.3255814,8.0,0.34042552,11.0,0.42307693,23.0,0.8679245
00360305403810,5.0,0.3448276,10.0,0.6896552,7.0,0.4375,12.0,0.7741935
00360305403900,13.0,0.7027027,6.0,0.33333334,14.0,0.6666667,12.0,0.5217391
00360305404035,8.0,0.44444445,5.0,0.29411766,12.0,0.6315789,16.0,0.82051283
00360305404205,0.0,0.0,0.0,0.0,3.0,0.46153846,2.0,0.2857143
00360305404388,13.0,0.7027027,20.0,0.95238096,18.0,0.75,24.0,1.0212766
00360305404469,12.0,0.41379312,14.0,0.47457626,15.0,0.4918033,16.0,0.4923077
00360305404540,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0
00360305404701,6.0,0.4,10.0,0.6896552,9.0,0.5294118,18.0,1.0
00360305404892,5.0,0.4,4.0,0.30769232,3.0,0.2,14.0,0.9032258
00360305404973,7.0,0.4,8.0,0.43243244,12.0,0.6315789,17.0,0.8947368
00360305405007,10.0,0.5,10.0,0.4651163,18.0,0.75,17.0,0.68
00360305405198,9.0,0.39130434,4.0,0.16666667,17.0,0.5964912,26.0,0.852459
00360305405350,6.0,0.41379312,3.0,0.19354838,10.0,0.5405405,9.0,0.46153846
00360305405430,9.0,0.5625,7.0,0.4117647,8.0,0.4,11.0,0.52380955
00360305405511,11.0,0.84615386,2.0,0.15384616,18.0,1.125,11.0,0.5945946
00360305405600,10.0,1.3333334,2.0,0.25,9.0,1.0588236,3.0,0.3
00360305405783,0.0,0.0,4.0,1.0,6.0,1.2,2.0,0.4
00360305405864,3.0,0.1875,10.0,0.6060606,9.0,0.5,10.0,0.5
00360305405945,2.0,0.6666667,2.0,0.6666667,0.0,0.0,2.0,0.6666667
00360305406089,2.0,0.2857143,5.0,0.71428573,6.0,0.75,1.0,0.11764706
00360305406160,0.0,0.0,4.0,0.5714286,5.0,0.5882353,1.0,0.10526316
00360305406240,8.0,0.4,15.0,0.6818182,12.0,0.46153846,12.0,0.4528302
00360305406321,21.0,0.7241379,3.0,0.10909091,15.0,0.5,23.0,0.7419355
00360305406402,14.0,0.5833333,13.0,0.53061223,16.0,0.6037736,21.0,0.7924528
00360305406593,0.0,0.0,5.0,0.7692308,8.0,1.0,6.0,0.6666667
00360305406674,0.0,0.0,0.0,0.0,1.0,0.33333334,0.0,0.0
00360305406755,2.0,0.16666667,7.0,0.5833333,9.0,0.64285713,6.0,0.38709676
00360305406836,4.0,0.30769232,7.0,0.5,15.0,0.90909094,10.0,0.5714286
00360305406917,8.0,0.5714286,10.0,0.6451613,17.0,1.0,11.0,0.62857145
00360305407050,10.0,0.5555556,6.0,0.3243243,12.0,0.5714286,15.0,0.6818182
00360305407131,5.0,0.2857143,6.0,0.31578946,11.0,0.47826087,18.0,0.7346939
00360305407212,5.0,0.2857143,11.0,0.6111111,16.0,0.8,15.0,0.73170733
00360305407301,2.0,0.13333334,11.0,0.73333335,8.0,0.43243244,13.0,0.61904764
00360305407484,13.0,0.8666667,6.0,0.375,12.0,0.6486486,18.0,0.9230769
00360305407565,0.0,0.0,7.0,0.4375,9.0,0.4864865,7.0,0.36842105
00360305407646,3.0,0.1764706,5.0,0.2857143,15.0,0.8108108,13.0,0.7027027
00360305407727,7.0,0.46666667,9.0,0.58064514,8.0,0.45714286,5.0,0.27027026
00360305407808,11.0,0.84615386,8.0,0.55172414,7.0,0.36842105,9.0,0.4390244
00360305407999,7.0,0.28,17.0,0.68,13.0,0.47272727,20.0,0.72727275
00360305408022,11.0,0.6111111,11.0,0.55,7.0,0.31111112,14.0,0.62222224
00360305408103,2.0,0.13333334,10.0,0.625,9.0,0.47368422,6.0,0.3
00360305408294,8.0,0.4,7.0,0.31111112,21.0,0.8235294,22.0,0.8627451
00360305408375,2.0,0.125,14.0,0.875,7.0,0.4117647,12.0,0.6666667
00360305408456,3.0,0.20689656,15.0,1.0,8.0,0.47058824,11.0,0.62857145
00360305408537,11.0,0.7586207,7.0,0.4516129,10.0,0.5882353,12.0,0.6857143
00360305408618,14.0,0.7368421,14.0,0.7368421,13.0,0.5777778,15.0,0.6122449
00360305408707,8.0,0.3809524,9.0,0.42857143,12.0,0.53333336,13.0,0.5652174
00360305408880,7.0,0.4,12.0,0.6,13.0,0.5531915,16.0,0.64
00360305408960,5.0,0.3125,9.0,0.5294118,18.0,0.9,18.0,0.7826087
00360305409002,2.0,0.11764706,5.0,0.27027026,7.0,0.3255814,13.0,0.59090906
00360305409185,10.0,0.51282054,14.0,0.68292683,12.0,0.48979592,20.0,0.78431374
00360305409266,8.0,0.43243244,12.0,0.61538464,17.0,0.8095238,13.0,0.63414633
00360305409347,14.0,0.7,11.0,0.5116279,9.0,0.4,18.0,0.8372093
00360305409428,4.0,0.2962963,7.0,0.5,9.0,0.6,14.0,0.93333334
00360305409509,11.0,0.5641026,5.0,0.25,16.0,0.6666667,13.0,0.52
00360305409690,6.0,0.8,6.0,0.75,7.0,0.8235294,8.0,1.1428572
00360305409770,10.0,0.51282054,5.0,0.2631579,11.0,0.52380955,12.0,0.55813956
00360305409851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00360305409932,1.0,0.11111111,2.0,0.21052632,3.0,0.26086956,5.0,0.41666666
00360305410191,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5
00360305410272,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
00360305410353,5.0,0.23809524,14.0,0.6363636,10.0,0.4,8.0,0.3137255
00360305410434,7.0,0.4827586,10.0,0.625,6.0,0.30769232,10.0,0.45454547
00360305410515,7.0,0.5,9.0,0.62068963,13.0,0.7647059,6.0,0.3243243
00360305410604,0.0,0.0,0.0,0.0,4.0,1.3333334,2.0,0.6666667
00360305410787,2.0,0.33333334,1.0,0.16666667,6.0,0.85714287,5.0,0.90909094
00360305410949,5.0,0.2777778,6.0,0.3,13.0,0.5531915,17.0,0.6938776
00360305411082,5.0,0.32258064,7.0,0.4516129,11.0,0.5945946,15.0,0.7692308
00360305411163,8.0,0.55172414,9.0,0.6,13.0,0.74285716,10.0,0.5714286
00360305411244,6.0,0.44444445,6.0,0.41379312,10.0,0.5555556,8.0,0.41025642
00360305411325,4.0,0.33333334,3.0,0.24,6.0,0.4,9.0,0.58064514
00360305411406,6.0,0.46153846,4.0,0.2857143,8.0,0.4848485,4.0,0.22857143
00360305411597,9.0,0.5294118,11.0,0.6875,7.0,0.3888889,17.0,0.8947368
00360305411678,8.0,0.64,1.0,0.074074075,10.0,0.5714286,10.0,0.51282054
00360305411759,4.0,0.33333334,5.0,0.4347826,13.0,1.0833334,8.0,0.64
00360305411830,12.0,0.5714286,14.0,0.62222224,16.0,0.6530612,18.0,0.7659575
00360305411910,2.0,0.22222222,8.0,0.7619048,5.0,0.3846154,8.0,0.61538464
00360305412054,10.0,0.8333333,10.0,0.7692308,12.0,0.75,9.0,0.5294118
00360305412135,11.0,0.7096774,4.0,0.22222222,14.0,0.6511628,13.0,0.5777778
00360305412216,4.0,0.2857143,4.0,0.2580645,12.0,0.6315789,9.0,0.45
00360305412305,4.0,0.27586207,10.0,0.5882353,9.0,0.41860464,9.0,0.4090909
00360305412488,5.0,0.47619048,3.0,0.26086956,6.0,0.46153846,10.0,0.71428573
00360305412569,4.0,0.2962963,6.0,0.41379312,9.0,0.5625,7.0,0.4117647
00360305412640,10.0,0.7407407,11.0,0.73333335,10.0,0.5882353,11.0,0.6875
00360305412801,5.0,0.35714287,7.0,0.5185185,8.0,0.53333336,15.0,0.90909094
00360305412992,7.0,0.4375,5.0,0.3030303,15.0,0.7894737,8.0,0.4
00360305413026,5.0,0.3846154,5.0,0.3846154,8.0,0.53333336,11.0,0.6875
00360305413298,6.0,0.46153846,8.0,0.5925926,8.0,0.516129,12.0,0.7741935
00360305413450,4.0,0.33333334,4.0,0.30769232,14.0,0.93333334,15.0,0.9677419
00360305413530,9.0,0.58064514,9.0,0.5294118,16.0,0.7804878,7.0,0.3255814
00360305413611,4.0,0.2857143,5.0,0.3448276,8.0,0.4848485,6.0,0.3529412
00360305413700,4.0,0.27586207,5.0,0.33333334,10.0,0.5714286,10.0,0.5555556
00360305413883,6.0,0.36363637,10.0,0.625,9.0,0.51428574,15.0,0.8333333
00360305413964,7.0,0.3888889,11.0,0.6111111,7.0,0.35,11.0,0.55
00360305414006,11.0,0.6666667,14.0,0.7567568,16.0,0.72727275,7.0,0.3043478
00360305414189,13.0,1.0,6.0,0.44444445,10.0,0.6666667,14.0,0.93333334
00360305414260,10.0,0.5882353,5.0,0.2857143,14.0,0.71794873,13.0,0.65
00360305414340,8.0,0.53333336,7.0,0.46666667,12.0,0.7058824,10.0,0.5405405
00360305414421,34.0,0.5483871,22.0,0.3464567,18.0,0.26277372,37.0,0.5248227
00360305414502,15.0,0.8333333,7.0,0.35897437,12.0,0.54545456,12.0,0.53333336
00360305414693,4.0,0.4,2.0,0.18181819,8.0,0.5714286,5.0,0.3125
00360305414774,12.0,0.6,13.0,0.60465115,12.0,0.5,20.0,0.8333333
00360305414855,5.0,0.25,19.0,0.7916667,22.0,0.78571427,19.0,0.7037037
00360305414936,6.0,0.33333334,8.0,0.4,14.0,0.59574467,20.0,0.81632656
00360305415070,5.0,0.35714287,8.0,0.55172414,12.0,0.72727275,17.0,1.0
00360305415150,13.0,1.0,7.0,0.4516129,11.0,0.5945946,19.0,0.974359
00360305415231,6.0,0.48,12.0,0.8888889,9.0,0.6,8.0,0.516129
00360305415401,6.0,0.42857143,5.0,0.35714287,7.0,0.42424244,15.0,0.85714287
00360305415584,42.0,0.15189873,58.0,0.19141914,55.0,0.17054264,49.0,0.14893617
00360305415665,3.0,0.2857143,5.0,0.41666666,9.0,0.62068963,5.0,0.32258064
00360305415746,10.0,0.4347826,16.0,0.627451,21.0,0.7118644,20.0,0.6896552
00360305415827,10.0,0.6060606,9.0,0.47368422,14.0,0.6363636,14.0,0.6086956
00360305415908,10.0,0.8,9.0,0.6923077,6.0,0.4,12.0,0.8
00360305416041,3.0,0.17142858,8.0,0.4,12.0,0.47058824,10.0,0.36363637
00360305416122,7.0,0.56,8.0,0.61538464,12.0,0.72727275,11.0,0.57894737
00360305416203,45.0,0.28938907,43.0,0.26299694,132.0,1.2165898,118.0,1.0442477
00360305416475,8.0,0.53333336,9.0,0.5625,8.0,0.41025642,9.0,0.42857143
00360305416637,7.0,0.33333334,14.0,0.62222224,9.0,0.3272727,19.0,0.6551724
00360305416718,7.0,0.46666667,11.0,0.6666667,7.0,0.35897437,21.0,1.05
00360305416980,12.0,0.6486486,11.0,0.6111111,9.0,0.54545456,12.0,0.7741935
00360305417013,9.0,0.4864865,4.0,0.21052632,5.0,0.2857143,10.0,0.5882353
00360305417102,0.0,0.0,2.0,0.6666667,2.0,0.6666667,0.0,0.0
00360305417285,23.0,0.24338624,24.0,0.25,64.0,1.0578512,47.0,0.92156863
00360305417366,0.0,0.0,2.0,0.5,2.0,0.5,4.0,1.0
00360305418176,3.0,1.5,2.0,1.0,0.0,0.0,2.0,1.0
00360305418257,4.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0
00363483000199,3.0,0.2,0.0,0.0,1.0,0.07692308,6.0,0.48
00366099000140,3.0,0.10344828,3.0,0.11111111,9.0,0.2535211,12.0,0.2580645
00366163000192,0.0,0.0,2.0,0.14285715,2.0,0.11764706,0.0,0.0
00366402000104,1.0,0.14285715,1.0,0.14285715,3.0,0.4,1.0,0.125
00366849000183,3.0,0.10344828,1.0,0.035714287,0.0,0.0,1.0,0.04
00366982000130,2.0,0.057142857,6.0,0.14457831,4.0,0.086021505,9.0,0.17307693
00372496000124,10.0,0.062893085,8.0,0.047904193,85.0,0.3794643,84.0,0.28426397
00376507000144,392.0,0.3943662,611.0,0.5704949,480.0,0.37573385,538.0,0.33709273
00378719000160,2.0,0.21052632,1.0,0.0952381,1.0,0.11764706,0.0,0.0
00378932000172,0.0,0.0,3.0,0.31578946,2.0,0.2,4.0,0.33333334
00379190000108,10.0,0.13513513,13.0,0.1625,10.0,0.12048193,10.0,0.12578617
00390664000295,1.0,0.0952381,2.0,0.16,3.0,0.2,10.0,0.4878049
00392178000125,4.0,0.18181819,9.0,0.36734694,4.0,0.17391305,5.0,0.25641027
00392426000138,1.0,0.15384616,1.0,0.14285715,0.0,0.0,3.0,0.3
00399857000126,15.0,0.03456221,76.0,0.16593887,46.0,0.09704641,49.0,0.10640608
00399857000207,2.0,0.018779343,57.0,0.42537314,50.0,0.34965035,14.0,0.11111111
00399857000398,1.0,0.15384616,0.0,0.0,0.0,0.0,1.0,0.18181819
00399857000479,3.0,0.019292604,19.0,0.12179487,7.0,0.044728436,10.0,0.06535948
00399857000550,7.0,0.097222224,30.0,0.35928145,20.0,0.23952095,6.0,0.08108108
00399857000711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00399857000800,0.0,0.0,1.0,0.22222222,1.0,0.22222222,0.0,0.0
00399857000983,3.0,0.11111111,4.0,0.15686275,1.0,0.04761905,0.0,0.0
00399857001017,4.0,0.101265825,11.0,0.4,12.0,0.5714286,1.0,0.044444446
00399857001106,2.0,0.14814815,3.0,0.24,0.0,0.0,0.0,0.0
00399857001360,1.0,0.057142857,1.0,0.05882353,0.0,0.0,2.0,0.16
00399857001440,5.0,0.0729927,42.0,0.525,19.0,0.21839081,10.0,0.11173184
00399857001521,2.0,0.012307692,10.0,0.061919503,8.0,0.049535602,12.0,0.07294833
00399857001955,0.0,0.0,1.0,0.4,1.0,0.4,1.0,0.33333334
00399857002412,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.25
00399857002501,0.0,0.0,16.0,0.23880596,11.0,0.14379086,5.0,0.060240965
00399857002765,5.0,0.034965035,20.0,0.16260162,19.0,0.16814159,0.0,0.0
00399857002846,3.0,0.022727273,15.0,0.10909091,5.0,0.03448276,8.0,0.053691275
00400634000131,26.0,0.17333333,16.0,0.121212125,11.0,0.10138249,12.0,0.11320755
00401981000189,5.0,0.2857143,2.0,0.14814815,3.0,0.3,2.0,0.22222222
00415628000158,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0
00418477000191,36.0,0.60504204,101.0,0.64951766,54.0,0.24942264,75.0,0.37128714
00423733000481,3.0,0.15789473,3.0,0.1875,3.0,0.2,3.0,0.2
00423733001615,8.0,0.2857143,1.0,0.044444446,8.0,0.36363637,7.0,0.28
00424275000152,36.0,0.13636364,49.0,0.19329388,67.0,0.2838983,60.0,0.25369978
00425361000180,3.0,0.08219178,1.0,0.029850746,4.0,0.13793103,1.0,0.040816326
00425586000136,12.0,0.82758623,3.0,0.16216215,3.0,0.1764706,5.0,0.2631579
00428307000198,131.0,0.33719432,141.0,0.31756756,168.0,0.3218391,206.0,0.38941398
00432572000140,1.0,0.01923077,7.0,0.125,5.0,0.08130081,1.0,0.017391304
00434799000124,0.0,0.0,1.0,0.22222222,1.0,0.2,0.0,0.0
00435662000194,4.0,0.1632653,1.0,0.04347826,2.0,0.08510638,0.0,0.0
00436042009550,3.0,0.6,3.0,0.31578946,1.0,0.125,1.0,0.14285715
00436042010132,5.0,1.1111112,1.0,0.10526316,6.0,0.54545456,6.0,0.54545456
00436334000102,19.0,0.09973753,18.0,0.10714286,25.0,0.15384616,26.0,0.15615615
00436923000190,79.0,0.22036262,74.0,0.16407983,52.0,0.1015625,50.0,0.091240875
00444232000139,13.0,0.15294118,29.0,0.2914573,18.0,0.14876033,17.0,0.14107884
00444232000309,7.0,0.015712682,11.0,0.025522042,7.0,0.016627079,14.0,0.03410475
00445637000191,10.0,0.17699115,5.0,0.09090909,3.0,0.054545455,3.0,0.053097345
00446473000117,1.0,0.015037594,5.0,0.07633588,9.0,0.13235295,14.0,0.19858156
00446969000190,92.0,0.6571429,31.0,0.24124514,46.0,0.4181818,37.0,0.33484164
00450968000110,30.0,0.19736843,33.0,0.23239437,26.0,0.19475655,20.0,0.15503876
00451867000406,2.0,0.0754717,1.0,0.045454547,1.0,0.0625,6.0,0.6666667
00455525000111,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
00455984000367,31.0,0.108963095,25.0,0.08278146,42.0,0.124814264,23.0,0.06469761
00455985000735,,,108.0,1.862069,23.0,0.2090909,18.0,0.17142858
00459082000137,1.0,0.11111111,2.0,0.26666668,1.0,0.15384616,0.0,0.0
00461569000154,0.0,0.0,0.0,0.0,2.0,0.2857143,0.0,0.0
00462307000104,182.0,0.07963247,817.0,0.29801205,304.0,0.094219744,455.0,0.14632578
00463368000196,0.0,0.0,2.0,0.0952381,3.0,0.12765957,3.0,0.13953489
